,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0,16100.0
1,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0,15939.0
2,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999,15779.609999999999
3,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001,15621.813900000001
4,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999,15465.595760999999
5,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998,15310.939803389998
6,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561,15157.8304053561
7,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538,15006.252101302538
8,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512,14856.189580289512
9,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617,14707.627684486617
10,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751,14560.551407641751
11,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333,14414.945893565333
12,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681,14270.796434629681
13,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383,14128.088470283383
14,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055,13986.80758558055
15,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743,13846.939509724743
16,13708.470114627497,13708.470114627497,13708.470114627497,13708.470114627497,13708.470114627497,13708.470114627497,13708.470114627497,13708.470114627497,13708.470114627497,0.0,0.0,13708.470114627497,13708.470114627497
17,13571.38541348122,13571.38541348122,13571.38541348122,13571.38541348122,13571.38541348122,13571.38541348122,13571.38541348122,13571.38541348122,13571.38541348122,0.0,0.0,13571.38541348122,13571.38541348122
18,13435.671559346409,13435.671559346409,13435.671559346409,13435.671559346409,13435.671559346409,13435.671559346409,13435.671559346409,13435.671559346409,0.0,0.0,0.0,13435.671559346409,13435.671559346409
19,13301.314843752945,13301.314843752945,13301.314843752945,13301.314843752945,13301.314843752945,13301.314843752945,13301.314843752945,13301.314843752945,0.0,0.0,0.0,13301.314843752945,13301.314843752945
20,13168.301695315415,13168.301695315415,13168.301695315415,13168.301695315415,13168.301695315415,13168.301695315415,13168.301695315415,13168.301695315415,0.0,0.0,0.0,0.0,0.0
21,13036.61867836226,13036.61867836226,13036.61867836226,13036.61867836226,13036.61867836226,13036.61867836226,13036.61867836226,13036.61867836226,0.0,0.0,0.0,0.0,0.0
22,12906.252491578638,12906.252491578638,12906.252491578638,12906.252491578638,12906.252491578638,12906.252491578638,12906.252491578638,12906.252491578638,0.0,0.0,0.0,0.0,0.0
23,12777.189966662852,12777.189966662852,12777.189966662852,12777.189966662852,12777.189966662852,12777.189966662852,12777.189966662852,12777.189966662852,0.0,0.0,0.0,0.0,0.0
24,12649.418066996222,12649.418066996222,12649.418066996222,12649.418066996222,12649.418066996222,12649.418066996222,12649.418066996222,12649.418066996222,0.0,0.0,0.0,0.0,0.0
25,12522.923886326262,12522.923886326262,12522.923886326262,12522.923886326262,12522.923886326262,12522.923886326262,12522.923886326262,12522.923886326262,0.0,0.0,0.0,0.0,0.0
26,12397.694647462997,12397.694647462997,12397.694647462997,12397.694647462997,12397.694647462997,12397.694647462997,12397.694647462997,0.0,0.0,0.0,0.0,0.0,0.0
27,12273.717700988367,12273.717700988367,12273.717700988367,12273.717700988367,12273.717700988367,12273.717700988367,12273.717700988367,0.0,0.0,0.0,0.0,0.0,0.0
28,12150.980523978484,12150.980523978484,12150.980523978484,12150.980523978484,12150.980523978484,12150.980523978484,12150.980523978484,0.0,0.0,0.0,0.0,0.0,0.0
29,12029.470718738698,12029.470718738698,12029.470718738698,12029.470718738698,12029.470718738698,12029.470718738698,12029.470718738698,0.0,0.0,0.0,0.0,0.0,0.0
