,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,95.70020006862791,99.1098318200545,100.54992606017346,101.68719890170073,101.50882323725934,98.0614141314521,104.20537357613384,104.25164379368559,96.33176611096586,101.84947948390229,97.71434287802062,101.99491705892001,94.64438061831363,96.88927303679394,97.68204703990175,97.60745231384689,98.31988334290868,98.97319152871535,97.63217287327728,95.0121024911068,93.31328105935248,96.325532691991,104.19737898814563
2,93.6317524393426,99.57958084212275,99.8760081111323,99.98002311674892,102.29678488283042,98.29197928835856,110.82984217687566,113.95506658241048,98.5429594006461,105.9939149726834,96.11169141182839,99.02086540301895,93.26378810013783,97.49092578764885,94.24378277150548,99.27739603138039,98.6518306485257,98.87199602028348,91.59122857215434,103.23030831285355,94.7522374463105,90.84571064861169,108.2839609717559
3,98.4261052897646,105.83952778338247,97.3747711970816,104.49293264920362,103.54169939213821,98.05785252892855,112.03731028798111,106.72358663469102,98.50710930379593,102.20251345648317,85.53997022294006,98.6053801613954,93.70209280548441,100.95730056650658,96.0457504321291,97.00026067569418,104.25482983872381,100.46842177299524,85.41102669492716,113.16110771947854,87.10443168443705,95.06596514261906,104.48748321947893
4,96.09875833281471,105.93331376353767,94.02840443364295,102.76647712628777,101.91402605107768,97.55100759278308,118.46827580138965,109.03932205585032,103.11066121490337,101.11341606139163,91.07617114286487,95.93948438312565,89.8724481659436,102.93340680088919,98.22300728579549,96.22770796483698,99.59076994139147,103.572660690606,76.40288070558547,112.23170935325379,88.04490866861494,98.06076728261847,101.28757991724109
5,94.45488187759534,112.83241016194725,97.20847994467869,101.68088526017338,103.33772258726101,98.83956344710751,122.4345352054131,113.24075784644616,101.72622285161728,96.86593748494244,86.23232098446026,94.91571025186985,88.46765338504933,102.40604534026755,97.42394865267586,97.36344613376373,95.20600889801388,103.53160677577942,72.1967513802997,123.31424970609741,92.75545197679236,96.52224499089311,97.95027925182659
6,94.52019017418313,111.47443977860623,97.65135727146226,102.93660744009199,104.44003374825404,99.1102731585792,129.86865826648034,123.24690243885846,102.86215951326913,99.5426224567515,83.66534485606934,102.78276467481852,84.85689279401616,101.42973212479562,96.81756370058659,99.35528159403219,94.84687055267524,102.20334516333874,77.47317982650172,129.6863732955743,85.51323173657588,91.91389876073367,96.66421746168943
7,93.43831358618125,107.98930408392012,96.41606609834736,100.47545094512644,104.72891036368013,98.7382261126203,128.20897539362153,120.42243690247996,98.7215948971751,103.33784100288086,78.93378294386387,100.00581490623806,89.13589416504892,96.55093079669037,96.82140469055908,97.92542772670433,92.31187624484095,100.12371871360277,73.44948998662622,126.39163710397587,84.13527378012246,91.97728841015774,97.34999389113814
8,91.73152460497982,104.2851072566502,95.29216443888889,100.06334572932771,102.9844064868026,98.8285697830191,125.05048586982635,121.40272675929285,99.75265294163944,101.0468377668966,78.09743382703832,101.10334604443581,85.04751038252377,100.03269450268523,102.50085214065123,100.98979438114036,92.72653137227864,95.65695537715862,73.2478206424204,118.99558274256299,78.34552476559075,86.27465250095229,90.60027029292979
9,87.99742745469649,100.69308226868212,95.36492650066401,101.89945405778955,102.02771818210728,99.4401835974983,123.4024753552607,124.04557410379759,104.06348780500912,98.42373638736906,83.69779965187465,100.55786655933647,92.6781847253152,101.46200054556647,105.65551927028363,101.86152645715497,90.99689745744335,80.64180294400994,80.94050347659257,118.06172870503595,71.63641843298704,91.29883343790853,91.81939782287513
10,88.6295145640062,106.57232506146148,98.05001951361521,100.72109698084446,104.66522377479042,103.59890547155652,130.27424875476748,120.91585729833963,110.30671001174524,99.22071072162646,84.2727019143271,97.1756988830646,97.32480675630373,106.31111166455185,104.20328760740507,99.1247206006077,89.71620357568484,75.35580670220217,87.84512836279828,128.97896883667377,71.78344034790406,100.18406509840023,96.19942127303507
11,86.4269143206316,106.02588918018591,99.18570970978644,102.1365699754716,107.48915041305513,108.01410808984029,132.13074096338366,126.20287370205088,114.51291390244364,99.7771833830732,83.97343490805244,94.09398618547864,98.4486570400271,109.40735135427411,102.00877569904247,96.04150166260503,84.24973804484088,70.32784824636062,97.73513384403836,131.36056901287554,71.26464545122325,103.82206918374663,88.95946917689452
12,80.21675504208797,98.75083917770593,89.79968478078617,98.0960350756637,101.3524320279251,101.56589356086745,134.54562764547703,133.23059597689334,108.50836270744,92.32182223515204,74.13056258497008,93.69208468269606,93.22314833949216,107.98659394266161,91.46462174337445,90.30947875077622,81.05264693095553,76.66237687961616,93.89683938517149,120.78102979088314,72.46116246389053,102.2738072093889,81.25129465226655
13,79.50269101371849,99.2938957769841,91.31478407613832,99.57613084771542,99.38762810320209,105.83711881104038,140.2660284729413,128.34338610470675,110.5152026140324,90.21166193009311,75.60940582385099,88.67429323632362,90.32323072814597,105.4835154918584,89.27628705220464,88.79217415535209,80.22039148606805,74.84714432387021,89.21336127254908,112.70474179514703,69.79860073815158,106.56662650357237,79.75425462684794
14,79.87950843606359,98.62839614693678,89.78174560259768,100.34908997993759,99.62131149713584,112.56531953904292,153.32155956712546,131.2893721027488,115.01226170637484,88.7320648924261,73.40472459976394,87.38078732507141,90.88411036456407,101.77065101766969,90.80369475677391,89.09195403678206,80.13836984790878,70.21601283665564,96.92999679333742,114.4427281375566,65.82785798456642,110.74612948294353,76.08191272477322
