Date,Mkt,CPI,RF,SnP,Return,Bond
2012-08-01,0.0256,230.379,0.01,1375.319946,0.009661062,
2012-09-01,0.0274,231.407,0.01,1406.579956,0.022729264,
2012-10-01,-0.0175,231.317,0.01,1444.48999,0.026951923,
2012-11-01,0.0079,230.221,0.01,1427.589966,-0.011699648,
2012-12-01,0.0119,229.601,0.01,1416.180054,-0.007992429,
2013-01-01,0.0557,230.28,0,1426.189941,0.007068231,
2013-02-01,0.0129,232.166,0,1513.170044,0.060987741,
2013-03-01,0.0403,232.773,0,1518.199951,0.003324086,
2013-04-01,0.0155,232.531,0,1562.170044,0.028961991,
2013-05-01,0.028,232.945,0,1582.699951,0.013141916,
2013-06-01,-0.012,233.504,0,1630.73999,0.03035322,
2013-07-01,0.0565,233.596,0,1614.959961,-0.009676607,
2013-08-01,-0.0271,233.877,0,1706.869995,0.056911649,
2013-09-01,0.0377,234.149,0,1632.969971,-0.043295637,
2013-10-01,0.0418,233.546,0,1695,0.03798602,
2013-11-01,0.0313,233.069,0,1761.640015,0.039315643,
2013-12-01,0.0281,233.049,0,1805.810059,0.025073252,
2014-01-01,-0.0332,233.916,0,1848.359985,0.023562792,
2014-02-01,0.0465,234.781,0,1782.589966,-0.035582906,
2014-03-01,0.0043,236.293,0,1859.449951,0.04311703,
2014-04-01,-0.0019,237.072,0,1885.52002,0.014020312,
2014-05-01,0.0206,237.9,0,1883.680054,-0.00097584,
2014-06-01,0.0261,238.343,0,1923.569946,0.021176575,
2014-07-01,-0.0204,238.25,0,1973.319946,0.025863369,
2014-08-01,0.0424,237.852,0,1925.150024,-0.024410599,
2014-09-01,-0.0197,238.031,0,2003.369995,0.040630584,
2014-10-01,0.0252,237.433,0,1946.160034,-0.028556862,
2014-11-01,0.0255,236.151,0,2018.050049,0.036939416,
2014-12-01,-0.0006,234.812,0,2053.439941,0.017536677,
2015-01-01,-0.0311,233.707,0,2058.899902,0.002658934,
2015-02-01,0.0613,234.722,0,1994.98999,-0.031040806,
2015-03-01,-0.0112,236.119,0,2104.5,0.054892511,
2015-04-01,0.0059,236.599,0,2059.689941,-0.021292496,
2015-05-01,0.0136,237.805,0,2108.290039,0.023595832,
2015-06-01,-0.0153,238.638,0,2111.72998,0.001631626,
2015-07-01,0.0154,238.654,0,2077.419922,-0.01624737,
2015-08-01,-0.0604,238.316,0,2103.840088,0.012717778,
2015-09-01,-0.0307,237.945,0,1913.849976,-0.090306347,
2015-10-01,0.0775,237.838,0,1923.819946,0.005209379,
2015-11-01,0.0056,237.336,0,2079.360107,0.080849646,
2015-12-01,-0.0216,236.525,0.01,2102.629883,0.011190835,
2016-01-01,-0.0576,236.916,0.01,2043.939941,-0.027912635,
2016-02-01,-0.0005,237.111,0.02,1939.380005,-0.051156071,
2016-03-01,0.0698,238.132,0.02,1978.349976,0.020094036,
2016-04-01,0.0092,239.261,0.01,2072.780029,0.047731723,
2016-05-01,0.0179,240.229,0.01,2065.300049,-0.003608671,
2016-06-01,-0.0003,241.018,0.02,2099.330078,0.016477039,
2016-07-01,0.0397,240.628,0.02,2102.949951,0.001724299,
2016-08-01,0.0051,240.849,0.02,2170.840088,0.032283287,
2016-09-01,0.0027,241.428,0.02,2170.860107,9.22E-06,
2016-10-01,-0.02,241.729,0.02,2168.27002,-0.001193116,
2016-11-01,0.0487,241.353,0.01,2111.719971,-0.026080723,
2016-12-01,0.0184,241.432,0.03,2191.080078,0.037580791,
2017-01-01,0.0198,242.839,0.04,2238.830078,0.021792905,
2017-02-01,0.0361,243.603,0.04,2279.550049,0.018188058,
2017-03-01,0.002,243.801,0.03,2395.959961,0.051067057,
2017-04-01,0.0114,244.524,0.05,2362.719971,-0.01387335,
2017-05-01,0.0112,244.733,0.06,2388.330078,0.010839248,
2017-06-01,0.0084,244.955,0.06,2430.060059,0.017472451,
2017-07-01,0.0194,244.786,0.07,2423.409912,-0.002736618,
2017-08-01,0.0025,245.519,0.09,2476.350098,0.021845328,
2017-09-01,0.026,246.819,0.09,2476.550049,8.07E-05,
2017-10-01,0.0234,246.663,0.09,2519.360107,0.017286167,
2017-11-01,0.032,246.669,0.08,2579.360107,0.023815571,
2017-12-01,0.0115,246.524,0.09,2642.219971,0.024370332,
2018-01-01,0.0569,247.867,0.12,2673.610107,0.011880213,
2018-02-01,-0.0354,248.991,0.11,2821.97998,0.055494207,
2018-03-01,-0.0224,249.554,0.11,2677.669922,-0.051137875,
2018-04-01,0.0042,250.546,0.14,2640.870117,-0.013743219,
2018-05-01,0.0279,251.588,0.14,2654.800049,0.005274751,
2018-06-01,0.0062,251.989,0.14,2734.620117,0.03006632,
2018-07-01,0.0335,252.006,0.16,2718.370117,-0.005942324,
2018-08-01,0.036,252.146,0.16,2813.360107,0.03494373,
2018-09-01,0.0021,252.439,0.15,2901.52002,0.031336163,
2018-10-01,-0.0749,252.885,0.19,2924.590088,0.007951028,
2018-11-01,0.0187,252.038,0.18,2740.370117,-0.062990014,
2018-12-01,-0.0937,251.233,0.2,2760.169922,0.00722523,
2019-01-01,0.0861,251.712,0.21,2506.850098,-0.091776895,
2019-02-01,0.0358,252.776,0.18,2706.530029,0.079653718,
2019-03-01,0.0129,254.202,0.19,2803.689941,0.035898331,
2019-04-01,0.0418,255.548,0.21,2867.189941,0.022648724,
2019-05-01,-0.0673,256.092,0.21,2923.72998,0.01971967,
2019-06-01,0.0711,256.143,0.18,2752.060059,-0.058716066,
2019-07-01,0.0138,256.571,0.19,2964.330078,0.077131318,
2019-08-01,-0.0242,256.558,0.16,2953.560059,-0.003633205,
2019-09-01,0.0161,256.759,0.18,2926.459961,-0.009175401,
2019-10-01,0.0222,257.346,0.16,2940.25,0.004712191,
2019-11-01,0.0399,257.208,0.12,3066.909912,0.04307794,
2019-12-01,0.0291,256.974,0.14,3140.97998,0.024151367,
2020-01-01,0.0002,257.971,0.13,3230.780029,0.028589819,
