Date,Mkt,CPI,RF,SnP,Return,Bond
1981-09-01,-0.0593,93.2,1.24,123.0199966,-0.060342206,1.057742853
1981-10-01,0.0613,93.4,1.21,117.0800018,-0.048284791,1.000620243
1981-11-01,0.0443,93.7,1.07,121.8899994,0.041082999,0.916305053
1981-12-01,-0.0278,94,0.87,126.0999985,0.034539331,0.887009465
1982-01-01,-0.0244,94.3,0.8,122.5500031,-0.028152224,1.065598828
1982-02-01,-0.0494,94.6,0.92,117.7799988,-0.038922923,1.058697185
1982-03-01,-0.0089,94.5,0.98,113.3099976,-0.037952125,0.944557154
1982-04-01,0.044,94.9,1.13,113.7900009,0.004236196,1.020758766
1982-05-01,-0.0293,95.8,1.06,116.4400024,0.023288527,0.974754516
1982-06-01,-0.0213,97,0.96,111.6800003,-0.04087944,1.00575539
1982-07-01,-0.0214,97.5,1.05,108.7099991,-0.02659385,1.045779712
1982-08-01,0.119,97.7,0.76,107.0899963,-0.014902058,0.939124463
1982-09-01,0.018,97.9,0.51,118.25,0.104211449,0.916241831
1982-10-01,0.1189,98.2,0.59,121.9700012,0.031458784,0.914149449
1982-11-01,0.053,98,0.63,135.4700012,0.110682954,0.905217378
1982-12-01,0.0122,97.6,0.67,138.7200012,0.023990551,0.993275725
1983-01-01,0.0429,97.8,0.69,140.6399994,0.013840817,0.975822051
1983-02-01,0.0321,97.9,0.62,142.9600067,0.01649607,1.024777007
1983-03-01,0.0345,97.9,0.63,150.8800049,0.055400097,0.941972885
1983-04-01,0.0738,98.6,0.71,152.9600067,0.013785802,1.054414856
1983-05-01,0.0121,99.2,0.69,164.4299927,0.07498683,0.962025284
1983-06-01,0.0374,99.5,0.67,162.5500031,-0.011433374,1.060728686
1983-07-01,-0.0333,99.9,0.74,168.6399994,0.037465372,1.022900834
1983-08-01,0.0026,100.2,0.76,162.0399933,-0.039136659,1.084888043
1983-09-01,0.0167,100.7,0.76,164.2299957,0.013515197,1.011177998
1983-10-01,-0.0268,101,0.76,166.0700073,0.01120387,0.952380918
1983-11-01,0.0286,101.2,0.7,163.6600037,-0.014511974,1.016071456
1983-12-01,-0.0105,101.3,0.73,166.4900055,0.017291958,0.999121246
1984-01-01,-0.0116,101.9,0.76,164.9299927,-0.009370009,1.017590132
1984-02-01,-0.0411,102.4,0.71,162.7400055,-0.013278283,0.977528152
1984-03-01,0.0136,102.6,0.73,158.1900024,-0.027958725,1.040671974
1984-04-01,0.003,103.1,0.81,159.1799927,0.006258235,1.043330438
1984-05-01,-0.0519,103.4,0.78,161.6799927,0.015705491,1.023615632
1984-06-01,0.0257,103.7,0.75,153.2400055,-0.052201803,1.07080353
1984-07-01,-0.0192,104.1,0.82,153.1799927,-0.000391626,1.01931651
1984-08-01,0.1111,104.5,0.83,154.0800018,0.005875501,0.928571394
1984-09-01,0.0006,105,0.86,166.6799927,0.081775641,1.002354842
1984-10-01,0.0016,105.3,1,164.6199951,-0.012358997,0.979639763
1984-11-01,-0.0103,105.3,0.73,167.4900055,0.017434154,0.915267754
1984-12-01,0.0248,105.3,0.64,163.5800018,-0.023344698,0.982532767
1985-01-01,0.0864,105.5,0.65,167.2400055,0.022374396,0.984888882
1985-02-01,0.018,106,0.58,178.6300049,0.06810571,0.986462129
1985-03-01,-0.0022,106.4,0.62,183.2299957,0.025751502,1.053979884
1985-04-01,-0.0024,106.9,0.72,181.2700043,-0.010696892,0.979166604
1985-05-01,0.0575,107.3,0.66,178.3699951,-0.015998285,0.958333394
1985-06-01,0.0182,107.6,0.55,189.5500031,0.062678748,0.895467153
1985-07-01,-0.0012,107.8,0.62,192.4299927,0.015193825,0.989669382
1985-08-01,-0.0047,108,0.55,192.1100006,-0.001662901,1.038622118
1985-09-01,-0.0394,108.3,0.6,188.6300049,-0.0181146,0.978894468
1985-10-01,0.0467,108.7,0.65,185.0700073,-0.018872912,0.99486651
1985-11-01,0.0709,109,0.61,191.5299988,0.034905664,0.975232221
1985-12-01,0.0453,109.3,0.65,202.1699982,0.055552652,0.959788347
1986-01-01,0.0121,109.6,0.56,211.2799988,0.045061091,0.936052928
1986-02-01,0.0766,109.3,0.53,211.7799988,0.002366528,1.004711421
1986-03-01,0.0548,108.8,0.6,226.9199982,0.071489279,0.927315369
1986-04-01,-0.0079,108.6,0.52,235.1399994,0.036224226,0.907711753
1986-05-01,0.0511,108.9,0.49,235.1600037,8.51E-05,1.002785513
1986-06-01,0.0155,109.5,0.52,247.3500061,0.051837057,1.086111164
1986-07-01,-0.0593,109.5,0.52,252.0399933,0.018960934,0.924552412
1986-08-01,0.0653,109.7,0.46,234.9100037,-0.067965363,0.970954352
1986-09-01,-0.0815,110.2,0.45,252.9299927,0.076710181,0.911680928
1986-10-01,0.0512,110.3,0.46,233.6000061,-0.076424256,1.082812457
1986-11-01,0.0156,110.4,0.39,243.9799957,0.044434886,0.975469033
1986-12-01,-0.0278,110.5,0.49,249.0500031,0.020780422,0.989644945
1987-01-01,0.1289,111.2,0.42,242.1699982,-0.027624994,1.017937203
1987-02-01,0.0482,111.6,0.43,274.0799866,0.131766894,0.985315726
1987-03-01,0.0211,112.1,0.47,284.2000122,0.036923621,1
1987-04-01,-0.0167,112.7,0.44,292.3800049,0.02878252,1.061102809
1987-05-01,0.0049,113.1,0.38,288.0299988,-0.014877919,1.120786537
1987-06-01,0.0442,113.5,0.48,289.8299866,0.006249307,1.012531316
1987-07-01,0.0431,113.8,0.46,302.9400024,0.04523347,0.985148529
1987-08-01,0.0399,114.4,0.47,318.6600037,0.051891467,1.031407035
1987-09-01,-0.0214,115,0.45,323.3999939,0.014874757,1.043848923
1987-10-01,-0.2264,115.3,0.6,327.3299866,0.012152111,1.075846044
1987-11-01,-0.0742,115.4,0.35,251.7899933,-0.23077627,0.907809072
1987-12-01,0.072,115.4,0.39,232,-0.078597219,1.008363165
1988-01-01,0.045,115.7,0.29,247.0800018,0.065000008,0.986966865
1988-02-01,0.0521,116,0.46,255.0399933,0.032216251,0.933973623
1988-03-01,-0.0183,116.5,0.44,267.2200012,0.047757247,0.978149091
1988-04-01,0.0102,117.1,0.46,258.8900146,-0.031172766,1.056504576
1988-05-01,0.0022,117.5,0.51,261.3299866,0.009424743,1.036069647
1988-06-01,0.0528,118,0.49,266.6900024,0.020510527,1.028811497
1988-07-01,-0.0074,118.5,0.51,271.7799988,0.019085816,0.977829686
1988-08-01,-0.0272,119,0.59,272.2099915,0.001582135,1.038186121
1988-09-01,0.0392,119.8,0.62,258.3500061,-0.05091652,1.028735633
1988-10-01,0.0176,120.2,0.61,271.9100037,0.052486926,0.962011155
1988-11-01,-0.0172,120.3,0.57,279.0599976,0.026295443,0.973286928
1988-12-01,0.0212,120.5,0.63,272.4899902,-0.02354335,1.05966587
1989-01-01,0.0665,121.1,0.55,277.7200012,0.019193406,1.029279305
1989-02-01,-0.0164,121.6,0.61,297.0899963,0.069746489,0.990153157
1989-03-01,0.0224,122.3,0.67,287.1099854,-0.033592551,1.041988962
1989-04-01,0.05,123.1,0.67,294.8699951,0.027028004,1.010604393
1989-05-01,0.0414,123.8,0.79,309.1199951,0.048326382,0.964323173
1989-06-01,-0.0064,124.1,0.71,321.9700012,0.041569637,0.94124048
1989-07-01,0.079,124.4,0.7,317.980011,-0.012392429,0.928323709
1989-08-01,0.0218,124.6,0.74,343.75,0.081042796,0.932752182
1989-09-01,-0.0011,125,0.65,353.730011,0.029032759,1.092122905
1989-10-01,-0.0299,125.6,0.68,349.1499939,-0.012947776,1.02200481
1989-11-01,0.0172,125.9,0.69,341.2000122,-0.022769531,0.940191442
1989-12-01,0.0177,126.1,0.61,350.6300049,0.027637727,0.979643725
1990-01-01,-0.0728,127.4,0.57,353.3999939,0.007900034,1.020779264
1990-02-01,0.0168,128,0.57,328.7900085,-0.069637764,1.062340997
1990-03-01,0.0247,128.7,0.64,332.7399902,0.012013691,1.021556808
1990-04-01,-0.0267,128.9,0.69,339.9400024,0.021638554,1.014067982
1990-05-01,0.091,129.2,0.68,332.25,-0.022621646,1.04971102
1990-06-01,-0.0046,129.9,0.63,363.1600037,0.093032366,0.922907509
1990-07-01,-0.0122,130.4,0.68,358.019989,-0.014153581,0.99642008
1990-08-01,-0.0949,131.6,0.66,355.519989,-0.00698285,0.965269467
1990-09-01,-0.0552,132.7,0.6,322.5599976,-0.09270925,1.054590516
1990-10-01,-0.0124,133.5,0.68,314.9400024,-0.023623497,0.985882366
1990-11-01,0.0692,133.8,0.57,307.019989,-0.02514769,0.972553641
1990-12-01,0.0306,133.8,0.6,322.2200012,0.049508217,0.970552174
1991-01-01,0.0521,134.6,0.52,330.2200012,0.024827757,0.970922879
1991-02-01,0.0767,134.8,0.48,343.0499878,0.038852845,0.97005208
1991-03-01,0.0309,135,0.44,370.4700012,0.079930081,1.044295357
1991-04-01,0.0025,135.2,0.53,371.2999878,0.002240361,0.994858556
1991-05-01,0.0412,135.6,0.47,380.2900085,0.024212284,0.985788158
1991-06-01,-0.0452,136,0.42,389.8299866,0.02508606,1.007863688
1991-07-01,0.0473,136.2,0.49,377.9200134,-0.030551711,1.031209333
1991-08-01,0.0278,136.6,0.46,387.1199951,0.024343727,0.981084537
1991-09-01,-0.0113,137.2,0.46,395.4299927,0.021466206,0.943444724
1991-10-01,0.0171,137.4,0.42,389.2000122,-0.015754952,0.940054489
1991-11-01,-0.038,137.8,0.39,391.3200073,0.005447058,0.97246376
1991-12-01,0.1122,137.9,0.38,375.2200012,-0.041142814,0.965722799
1992-01-01,-0.0025,138.1,0.34,417.0899963,0.111587855,0.915123428
1992-02-01,0.0137,138.6,0.28,408.7799988,-0.019923752,1.086003414
1992-03-01,-0.0232,139.3,0.34,412.7000122,0.009589543,1.02173911
1992-04-01,0.0139,139.5,0.32,404.230011,-0.020523385,1.036474202
1992-05-01,0.0058,139.7,0.28,412.5299988,0.020532834,1
1992-06-01,-0.0202,140.2,0.32,417.2999878,0.011562769,0.9809384
1992-07-01,0.0408,140.5,0.31,412.8800049,-0.01059186,0.93721972
1992-08-01,-0.0212,140.9,0.26,424.2099915,0.027441354,0.931419485
1992-09-01,0.0145,141.3,0.26,416.0700073,-0.019188572,0.945205451
1992-10-01,0.0125,141.8,0.23,416.2900085,0.00052876,0.938405769
1992-11-01,0.0436,142,0.23,418.6799927,0.005741152,1.138996195
1992-12-01,0.0181,141.9,0.28,430.7799988,0.028900369,1.057627063
1993-01-01,0.0116,142.6,0.23,435.7099915,0.01144434,0.967948747
1993-02-01,0.0034,143.1,0.22,442.519989,0.015629657,0.91887421
1993-03-01,0.0255,143.6,0.25,442.0100098,-0.001152443,0.92252247
1993-04-01,-0.0281,144,0.24,450.2999878,0.018755182,1.023437478
1993-05-01,0.0311,144.2,0.22,440.1900024,-0.022451667,0.980916048
1993-06-01,0.0056,144.4,0.25,453.8299866,0.030986583,1.027237422
1993-07-01,-0.001,144.4,0.24,449.019989,-0.010598677,0.954545409
1993-08-01,0.0396,144.8,0.25,448.1300049,-0.001982059,1.023809501
1993-09-01,0.0014,145.1,0.26,463.1499939,0.033517035,0.932170559
1993-10-01,0.0163,145.7,0.22,461.2799988,-0.004037558,0.981288949
1993-11-01,-0.0164,145.8,0.25,469.1000061,0.016952843,1.050847512
1993-12-01,0.0188,145.8,0.23,461.8900146,-0.015369839,1.034677405
1994-01-01,0.0312,146.2,0.25,466.4500122,0.009872475,1.014029623
1994-02-01,-0.0234,146.7,0.21,479.6199951,0.0282345,0.978670242
1994-03-01,-0.0451,147.2,0.27,464.4400024,-0.031650041,1.12566265
1994-04-01,0.0095,147.4,0.27,445.769989,-0.040198978,1.089133119
1994-05-01,0.0089,147.5,0.31,450.9100037,0.011530643,1.062459941
1994-06-01,-0.0272,148,0.31,457.6300049,0.014903198,1.015224648
1994-07-01,0.031,148.4,0.28,446.2000122,-0.024976493,1.031180406
1994-08-01,0.0438,149,0.37,461.0100098,0.033191388,0.971634266
1994-09-01,-0.0194,149.4,0.37,473.1700134,0.026376876,1.007705994
1994-10-01,0.0172,149.5,0.38,462.7099915,-0.022106266,1.069999973
1994-11-01,-0.0367,149.7,0.37,468.4200134,0.01234039,1.040131915
1994-12-01,0.013,149.7,0.44,448.9200134,-0.041629306,1.029069803
1995-01-01,0.0222,150.3,0.42,459.269989,0.023055278,1.006034917
1995-02-01,0.0403,150.9,0.4,470.3999939,0.024234122,0.965794496
1995-03-01,0.0265,151.4,0.46,485.6499939,0.032419218,0.93260212
1995-04-01,0.0255,151.9,0.44,500.7099915,0.031009982,1.000850226
1995-05-01,0.0344,152.2,0.54,514.2600098,0.02706161,0.974798249
1995-06-01,0.0319,152.5,0.47,533.4899902,0.037393498,0.861002146
1995-07-01,0.0417,152.5,0.45,544.75,0.021106319,1.007084989
1995-08-01,0.0102,152.9,0.47,559.6400146,0.027333666,1.040703524
1995-09-01,0.0378,153.2,0.43,563.8400269,0.007504846,0.963302802
1995-10-01,-0.0105,153.7,0.47,584.4099731,0.036481884,1.000167072
1995-11-01,0.0438,153.6,0.42,584.2199707,-0.000325118,0.95573006
1995-12-01,0.0152,153.5,0.49,606.9799805,0.038957945,0.960321582
1996-01-01,0.0269,154.4,0.43,615.9299927,0.014745152,0.981434335
1996-02-01,0.0172,154.9,0.39,638.460022,0.03657888,0.968286351
1996-03-01,0.0112,155.7,0.39,644.3699951,0.009256606,1.071825318
1996-04-01,0.0252,156.3,0.46,653.7299805,0.014525793,1.086311613
1996-05-01,0.0278,156.6,0.42,654.5800171,0.001300287,1.048856709
1996-06-01,-0.0074,156.7,0.4,669.1199951,0.022212682,1.039366363
1996-07-01,-0.0552,157,0.45,675.8800049,0.010102836,0.978421661
1996-08-01,0.0318,157.3,0.41,650.0200195,-0.038261208,0.987507661
1996-09-01,0.0545,157.8,0.44,651.9899902,0.003030631,1.050132767
1996-10-01,0.0128,158.3,0.42,689.0800171,0.056887418,0.948096374
1996-11-01,0.0666,158.6,0.41,703.7700195,0.021318282,0.956078398
1996-12-01,-0.0124,158.6,0.46,757.0200195,0.075663922,0.955537339
1997-01-01,0.0544,159.1,0.45,740.7399902,-0.021505414,1.064388738
1997-02-01,-0.001,159.6,0.39,786.1599731,0.061317039,1.008227153
1997-03-01,-0.046,160,0.43,790.8200073,0.00592759,1.018880005
1997-04-01,0.0447,160.2,0.43,759.6400146,-0.03942742,1.055590466
1997-05-01,0.0723,160.1,0.49,798.5300293,0.051195321,0.973371036
1997-06-01,0.0447,160.3,0.37,848.2800293,0.062301978,0.994650722
1997-07-01,0.0776,160.5,0.43,891.0300293,0.050396094,0.970497862
1997-08-01,-0.0374,160.8,0.41,947.1400146,0.062972048,0.961526277
1997-09-01,0.0579,161.2,0.44,899.4699707,-0.050330514,1.023052835
1997-10-01,-0.0338,161.6,0.42,955.4099731,0.062192185,0.952679916
1997-11-01,0.0337,161.5,0.39,914.6199951,-0.042693691,0.964014142
1997-12-01,0.018,161.3,0.48,974.7700195,0.065765044,1.019277977
1998-01-01,0.0058,161.6,0.43,970.4299927,-0.00445236,0.980914707
1998-02-01,0.0743,161.9,0.39,980.2800293,0.010150177,0.94250656
1998-03-01,0.0515,162.2,0.39,1049.339966,0.070449193,1.039055243
1998-04-01,0.0116,162.5,0.43,1108.150024,0.05604481,1
1998-05-01,-0.0267,162.8,0.4,1121,0.011595881,1.006980497
1998-06-01,0.0359,163,0.41,1090.97998,-0.026779678,0.981514381
1998-07-01,-0.0206,163.2,0.4,1148.560059,0.052778309,0.982433965
1998-08-01,-0.1565,163.4,0.43,1120.670044,-0.024282591,1.013640531
1998-09-01,0.0661,163.6,0.46,994.2600098,-0.11279862,0.889252555
1998-10-01,0.0745,164,0.32,986.3900146,-0.00791543,0.835378354
1998-11-01,0.0641,164,0.31,1098.670044,0.113829244,1.035250931
1998-12-01,0.0654,163.9,0.38,1175.280029,0.069729748,1.043509106
1999-01-01,0.0385,164.3,0.35,1229.22998,0.045903912,1.024926275
1999-02-01,-0.0373,164.5,0.35,1273,0.035607673,1.02387802
1999-03-01,0.0388,165,0.43,1236.160034,-0.028939486,1.146188737
1999-04-01,0.047,166.2,0.37,1293.719971,0.046563499,0.967784476
1999-05-01,-0.0212,166.2,0.34,1335.180054,0.032047185,1.015767929
1999-06-01,0.0517,166.2,0.4,1294.26001,-0.030647585,1.09735529
1999-07-01,-0.0311,166.7,0.38,1380.959961,0.066988048,0.997205764
1999-08-01,-0.0099,167.1,0.39,1328.719971,-0.037828751,1.014535934
1999-09-01,-0.024,167.9,0.39,1331.069946,0.001768601,1.012946626
1999-10-01,0.0651,168.2,0.39,1282.810059,-0.036256463,1.00051121
1999-11-01,0.0373,168.3,0.36,1354.119995,0.05558885,1.017714205
1999-12-01,0.0816,168.3,0.44,1397.719971,0.032198015,1.025271971
2000-01-01,-0.0433,168.8,0.41,1469.25,0.051176223,1.035259563
2000-02-01,0.0288,169.8,0.43,1409.280029,-0.040816723,1.050299553
2000-03-01,0.0567,171.2,0.47,1379.189941,-0.02135139,0.984987253
2000-04-01,-0.0594,171.3,0.46,1498.579956,0.086565317,0.965096769
2000-05-01,-0.0392,171.5,0.5,1468.25,-0.020239131,1.036007608
2000-06-01,0.0504,172.4,0.4,1448.810059,-0.013240212,0.980945122
2000-07-01,-0.0203,172.8,0.48,1454.599976,0.003996326,0.959595998
2000-08-01,0.0753,172.8,0.5,1438.099976,-0.011343325,0.988825872
2000-09-01,-0.0494,173.7,0.51,1520.77002,0.057485603,0.964788707
2000-10-01,-0.022,174,0.56,1436.51001,-0.055406149,0.990154539
2000-11-01,-0.1021,174.1,0.51,1421.219971,-0.010643879,0.989885134
2000-12-01,0.0169,174,0.5,1315.22998,-0.074576767,0.945098653
2001-01-01,0.0367,175.1,0.54,1320.280029,0.00383967,0.912772613
2001-02-01,-0.0967,175.8,0.38,1373.469971,0.040286864,0.948203192
2001-03-01,-0.0684,176.2,0.42,1241.22998,-0.096281676,0.97988561
2001-04-01,0.0833,176.9,0.39,1160.329956,-0.065177305,0.981849689
2001-05-01,0.0104,177.7,0.32,1266.439941,0.091448113,1.067341493
2001-06-01,-0.0166,178,0.28,1260.670044,-0.004555998,1.012783562
2001-07-01,-0.0183,177.5,0.3,1224.380005,-0.02878631,1.003664424
2001-08-01,-0.0615,177.5,0.31,1215.930054,-0.006901412,0.922920963
2001-09-01,-0.0897,178.3,0.28,1133.579956,-0.067726015,0.957362586
2001-10-01,0.0268,177.7,0.22,1038.550049,-0.083831676,0.865243365
2001-11-01,0.0771,177.4,0.17,1084.099976,0.043859154,0.929954912
2001-12-01,0.0175,176.7,0.15,1139.449951,0.051056154,1.156918601
2002-01-01,-0.013,177.1,0.14,1148.079956,0.007573834,1.068557427
2002-02-01,-0.0216,177.8,0.13,1122.199951,-0.022541988,0.99123007
2002-03-01,0.0437,178.8,0.13,1131.780029,0.008536873,0.999301453
2002-04-01,-0.0505,179.8,0.15,1146.540039,0.013041412,1.126281528
2002-05-01,-0.0124,179.8,0.14,1086.459961,-0.052401204,0.901530762
2002-06-01,-0.0708,179.9,0.13,1067.140015,-0.017782474,1.000229556
2002-07-01,-0.0803,180.1,0.15,968.6500244,-0.092293409,0.927047419
2002-08-01,0.0064,180.7,0.14,884.6599731,-0.086708356,0.830982463
2002-09-01,-0.1021,181,0.14,916.0700073,0.035505206,0.955330526
2002-10-01,0.0798,181.3,0.14,847.9099731,-0.074404831,0.840087275
2002-11-01,0.0608,181.3,0.12,900.960022,0.062565662,1.051577062
2002-12-01,-0.0565,180.9,0.11,936.3099976,0.039235898,1.150670356
2003-01-01,-0.0247,181.7,0.1,879.8200073,-0.060332572,0.83716654
2003-02-01,-0.0179,183.1,0.09,855.7000122,-0.027414693,1.083150182
2003-03-01,0.0119,184.2,0.1,841.1500244,-0.017003608,0.901589406
2003-04-01,0.0832,183.8,0.1,858.4799805,0.020602693,1.024756274
2003-05-01,0.0614,183.5,0.09,916.2999878,0.067351608,1.005490434
2003-06-01,0.0152,183.7,0.1,963.5900269,0.051609778,0.826720031
2003-07-01,0.0242,183.9,0.07,982.3200073,0.019437707,1.072214902
2003-08-01,0.0241,184.6,0.07,980.1500244,-0.002209039,1.342094441
2003-09-01,-0.0116,185.2,0.08,1008.01001,0.028424205,1.054773607
2003-10-01,0.0615,185,0.07,1018.219971,0.010128829,0.815781843
2003-11-01,0.0142,184.5,0.07,1050.709961,0.031908616,1.154694146
2003-12-01,0.0437,184.3,0.08,1070.119995,0.018473256,1.059131479
2004-01-01,0.0222,185.2,0.07,1111.920044,0.039061086,0.935737144
2004-02-01,0.0146,186.2,0.06,1131.130005,0.017276387,0.978868912
2004-03-01,-0.0123,187.4,0.09,1155.969971,0.02196031,0.939999961
2004-04-01,-0.0175,188,0.08,1132.170044,-0.020588707,0.963525822
2004-05-01,0.0123,189.1,0.06,1107.300049,-0.021966661,1.266035781
2004-06-01,0.0194,189.7,0.08,1121.199951,0.012552968,1.062569233
2004-07-01,-0.0396,189.4,0.1,1128.939941,0.006903309,0.970818138
2004-08-01,0.0019,189.5,0.11,1101.719971,-0.024111088,0.990338161
2004-09-01,0.0171,189.9,0.11,1105.910034,0.003803202,0.895934944
2004-10-01,0.0154,190.9,0.11,1131.5,0.023139284,1.036902595
2004-11-01,0.0469,191,0.15,1130.51001,-0.000874936,0.976954493
2004-12-01,0.0359,190.3,0.16,1191.369995,0.053834097,1.10839054
2005-01-01,-0.026,190.7,0.16,1211.920044,0.01724909,0.971713421
2005-02-01,0.0205,191.8,0.16,1189.410034,-0.018573841,1.025505896
2005-03-01,-0.0176,193.3,0.21,1210.410034,0.017655812,1.083536098
2005-04-01,-0.024,194.6,0.21,1172.920044,-0.030972967,1.029191643
2005-05-01,0.0389,194.4,0.24,1156.849976,-0.013700907,0.944484826
2005-06-01,0.008,194.5,0.23,1202.219971,0.039218564,0.933008233
2005-07-01,0.0416,195.4,0.24,1194.439941,-0.006471386,1.052269617
2005-08-01,-0.0092,196.4,0.3,1235.349976,0.03425039,1.086797389
2005-09-01,0.0078,198.8,0.29,1221.589966,-0.011138552,0.91941303
2005-10-01,-0.0175,199.2,0.27,1228.810059,0.005910406,1.097592921
2005-11-01,0.0392,197.6,0.31,1202.76001,-0.02119941,1.064600691
2005-12-01,0.0007,196.8,0.32,1264.670044,0.051473306,0.996417315
2006-01-01,0.0339,198.3,0.35,1248.290039,-0.012951999,0.978651732
2006-02-01,0.0004,198.7,0.34,1282.459961,0.027373383,1.034672795
2006-03-01,0.0183,199.8,0.37,1291.23999,0.00684624,1.02774079
2006-04-01,0.0109,201.5,0.36,1294.869995,0.002811255,1.039516322
2006-05-01,-0.0314,202.5,0.43,1305.189941,0.007969871,1.036352245
2006-06-01,0.0005,202.9,0.4,1285.709961,-0.014925016,1.007215925
2006-07-01,-0.0038,203.5,0.4,1270.199951,-0.012063382,1.014527354
2006-08-01,0.0245,203.9,0.42,1270.920044,0.000566913,0.961161249
2006-09-01,0.0225,202.9,0.41,1311.01001,0.03154405,0.955101987
2006-10-01,0.0364,201.8,0.41,1335.849976,0.018947198,0.980128218
2006-11-01,0.0213,201.5,0.42,1367.810059,0.023924904,0.984739547
2006-12-01,0.0127,201.8,0.4,1396.709961,0.021128593,0.969670118
2007-01-01,0.0184,202.416,0.44,1418.300049,0.015457818,1.073287692
2007-02-01,-0.0158,203.499,0.38,1445.939941,0.019488043,1.02829183
2007-03-01,0.0111,205.352,0.43,1403.170044,-0.029579304,0.930906061
2007-04-01,0.0393,206.686,0.44,1420.859985,0.012607126,1.008222262
2007-05-01,0.0365,207.949,0.41,1486.300049,0.046056659,1.000440788
2007-06-01,-0.0156,208.352,0.4,1536.339966,0.03366744,1.083718906
2007-07-01,-0.0333,208.299,0.4,1503.349976,-0.021473106,1.00345593
2007-08-01,0.0134,207.917,0.42,1465.810059,-0.024970844,0.930510546
2007-09-01,0.0354,208.49,0.32,1473.98999,0.005580485,0.925538861
2007-10-01,0.0212,208.936,0.32,1547.040039,0.049559393,0.99647145
2007-11-01,-0.0449,210.177,0.34,1508.439941,-0.024950936,0.951841361
2007-12-01,-0.006,210.036,0.27,1481.140015,-0.01809812,0.847718236
2008-01-01,-0.0615,211.08,0.21,1468.359985,-0.008628509,1.010825027
2008-02-01,-0.0296,211.693,0.13,1395.420044,-0.049674427,0.794500708
2008-03-01,-0.0076,213.528,0.17,1330.630005,-0.046430492,0.914025562
2008-04-01,0.0478,214.823,0.18,1370.180054,0.029722799,1.051813421
2008-05-01,0.0204,216.632,0.18,1409.339966,0.028580121,1.161045836
2008-06-01,-0.0827,218.815,0.17,1400.380005,-0.006357558,1.11194523
2008-07-01,-0.0062,219.964,0.15,1284.910034,-0.082456169,0.980628123
2008-08-01,0.0166,219.086,0.13,1260.310059,-0.01914529,0.966177746
2008-09-01,-0.0909,218.783,0.15,1282.829956,0.017868537,0.956939299
2008-10-01,-0.1715,216.573,0.08,1161.060059,-0.094922867,0.934930406
2008-11-01,-0.0783,212.425,0.03,968.75,-0.16563317,0.976800585
2008-12-01,0.0174,210.228,0,816.210022,-0.157460622,0.610776317
2009-01-01,-0.0812,211.143,0,903.25,0.106639193,
2009-02-01,-0.1009,212.193,0.01,825.8800049,-0.085657343,
2009-03-01,0.0897,212.709,0.02,735.0900269,-0.109931198,
2009-04-01,0.1019,213.24,0.01,811.0800171,0.10337508,
2009-05-01,0.0521,213.856,0,877.5200195,0.081915472,
2009-06-01,0.0044,215.693,0.01,942.8699951,0.074471208,
2009-07-01,0.0773,215.351,0.01,923.3300171,-0.020723937,
2009-08-01,0.0334,215.834,0.01,987.4799805,0.069476744,
2009-09-01,0.0409,215.969,0.01,998.039978,0.010693885,
2009-10-01,-0.0259,216.177,0,1029.849976,0.031872468,
2009-11-01,0.0556,216.33,0,1036.189941,0.006156203,
2009-12-01,0.0276,215.949,0.01,1108.859985,0.070131972,
2010-01-01,-0.0336,216.687,0,1115.099976,0.005627392,
2010-02-01,0.034,216.741,0,1089.189941,-0.023235615,
2010-03-01,0.0632,217.631,0.01,1115.709961,0.024348388,
2010-04-01,0.0201,218.009,0.01,1178.099976,0.055919564,
2010-05-01,-0.0788,218.178,0.01,1186.689941,0.007291373,
2010-06-01,-0.0556,217.965,0.01,1070.709961,-0.097734022,
2010-07-01,0.0694,218.011,0.01,1027.369995,-0.040477783,
2010-08-01,-0.0476,218.312,0.01,1101.599976,0.072252432,
2010-09-01,0.0955,218.439,0.01,1080.290039,-0.019344532,
2010-10-01,0.0389,218.711,0.01,1146.23999,0.061048375,
2010-11-01,0.0061,218.803,0.01,1184.380005,0.033274022,
2010-12-01,0.0683,219.179,0.01,1206.069946,0.01831333,
2011-01-01,0.02,220.223,0.01,1257.640015,0.042758771,
2011-02-01,0.035,221.309,0.01,1307.589966,0.039717209,
2011-03-01,0.0047,223.467,0.01,1306.329956,-0.000963612,
2011-04-01,0.029,224.906,0,1332.410034,0.019964388,
2011-05-01,-0.0127,225.964,0,1363.609985,0.023416178,
2011-06-01,-0.0175,225.722,0,1314.550049,-0.035977983,
2011-07-01,-0.0235,225.922,0,1339.670044,0.019109196,
2011-08-01,-0.0598,226.545,0.01,1286.939941,-0.039360515,
2011-09-01,-0.0759,226.889,0,1204.420044,-0.064121017,
2011-10-01,0.1135,226.421,0,1131.420044,-0.060610084,
2011-11-01,-0.0028,226.23,0,1218.280029,0.076770768,
2011-12-01,0.0074,225.672,0,1244.579956,0.021587752,
2012-01-01,0.0505,226.665,0,1257.599976,0.010461377,
2012-02-01,0.0442,227.663,0,1324.089966,0.05287054,
2012-03-01,0.0311,229.392,0,1374.089966,0.037761785,
2012-04-01,-0.0085,230.085,0,1408.469971,0.025020199,
2012-05-01,-0.0618,229.815,0.01,1405.819946,-0.001881492,
2012-06-01,0.0389,229.478,0,1278.040039,-0.090893508,
2012-07-01,0.0079,229.104,0,1362.160034,0.06581953,
