Date,Mkt,CPI,RF
1992-05-01,0.0058,139.7,0.0028000000000000004
1992-06-01,-0.0202,140.2,0.0032
1992-07-01,0.0408,140.5,0.0031
1992-08-01,-0.0212,140.9,0.0026
1992-09-01,0.0145,141.3,0.0026
1992-10-01,0.0125,141.8,0.0023
1992-11-01,0.0436,142.0,0.0023
1992-12-01,0.0181,141.9,0.0028000000000000004
1993-01-01,0.0116,142.6,0.0023
1993-02-01,0.0034,143.1,0.0022
1993-03-01,0.0255,143.6,0.0025
1993-04-01,-0.0281,144.0,0.0024
1993-05-01,0.0311,144.2,0.0022
1993-06-01,0.0056,144.4,0.0025
1993-07-01,-0.001,144.4,0.0024
1993-08-01,0.0396,144.8,0.0025
1993-09-01,0.0014,145.1,0.0026
1993-10-01,0.0163,145.7,0.0022
1993-11-01,-0.0164,145.8,0.0025
1993-12-01,0.0188,145.8,0.0023
1994-01-01,0.0312,146.2,0.0025
1994-02-01,-0.0234,146.7,0.0021
1994-03-01,-0.0451,147.2,0.0027
1994-04-01,0.0095,147.4,0.0027
1994-05-01,0.0089,147.5,0.0031
1994-06-01,-0.0272,148.0,0.0031
1994-07-01,0.031,148.4,0.0028000000000000004
1994-08-01,0.0438,149.0,0.0037
1994-09-01,-0.0194,149.4,0.0037
1994-10-01,0.0172,149.5,0.0038
1994-11-01,-0.0367,149.7,0.0037
1994-12-01,0.013,149.7,0.0044
1995-01-01,0.0222,150.3,0.0042
1995-02-01,0.0403,150.9,0.004
1995-03-01,0.0265,151.4,0.0046
1995-04-01,0.0255,151.9,0.0044
1995-05-01,0.0344,152.2,0.0054
1995-06-01,0.0319,152.5,0.004699999999999999
1995-07-01,0.0417,152.5,0.0045000000000000005
1995-08-01,0.0102,152.9,0.004699999999999999
1995-09-01,0.0378,153.2,0.0043
1995-10-01,-0.0105,153.7,0.004699999999999999
1995-11-01,0.0438,153.6,0.0042
1995-12-01,0.0152,153.5,0.0049
1996-01-01,0.0269,154.4,0.0043
1996-02-01,0.0172,154.9,0.0039000000000000003
1996-03-01,0.0112,155.7,0.0039000000000000003
1996-04-01,0.0252,156.3,0.0046
1996-05-01,0.0278,156.6,0.0042
1996-06-01,-0.0074,156.7,0.004
1996-07-01,-0.0552,157.0,0.0045000000000000005
1996-08-01,0.0318,157.3,0.0040999999999999995
1996-09-01,0.0545,157.8,0.0044
1996-10-01,0.0128,158.3,0.0042
1996-11-01,0.0666,158.6,0.0040999999999999995
1996-12-01,-0.0124,158.6,0.0046
1997-01-01,0.0544,159.1,0.0045000000000000005
1997-02-01,-0.001,159.6,0.0039000000000000003
1997-03-01,-0.046,160.0,0.0043
1997-04-01,0.0447,160.2,0.0043
1997-05-01,0.0723,160.1,0.0049
1997-06-01,0.0447,160.3,0.0037
1997-07-01,0.0776,160.5,0.0043
1997-08-01,-0.0374,160.8,0.0040999999999999995
1997-09-01,0.0579,161.2,0.0044
1997-10-01,-0.0338,161.6,0.0042
1997-11-01,0.0337,161.5,0.0039000000000000003
1997-12-01,0.018,161.3,0.0048
1998-01-01,0.0058,161.6,0.0043
1998-02-01,0.0743,161.9,0.0039000000000000003
1998-03-01,0.0515,162.2,0.0039000000000000003
1998-04-01,0.0116,162.5,0.0043
1998-05-01,-0.0267,162.8,0.004
1998-06-01,0.0359,163.0,0.0040999999999999995
1998-07-01,-0.0206,163.2,0.004
1998-08-01,-0.1565,163.4,0.0043
1998-09-01,0.0661,163.6,0.0046
1998-10-01,0.0745,164.0,0.0032
1998-11-01,0.0641,164.0,0.0031
1998-12-01,0.0654,163.9,0.0038
1999-01-01,0.0385,164.3,0.0034999999999999996
1999-02-01,-0.0373,164.5,0.0034999999999999996
1999-03-01,0.0388,165.0,0.0043
1999-04-01,0.047,166.2,0.0037
1999-05-01,-0.0212,166.2,0.0034000000000000002
1999-06-01,0.0517,166.2,0.004
1999-07-01,-0.0311,166.7,0.0038
1999-08-01,-0.0099,167.1,0.0039000000000000003
1999-09-01,-0.024,167.9,0.0039000000000000003
1999-10-01,0.0651,168.2,0.0039000000000000003
1999-11-01,0.0373,168.3,0.0036
1999-12-01,0.0816,168.3,0.0044
2000-01-01,-0.0433,168.8,0.0040999999999999995
2000-02-01,0.0288,169.8,0.0043
2000-03-01,0.0567,171.2,0.004699999999999999
2000-04-01,-0.0594,171.3,0.0046
2000-05-01,-0.0392,171.5,0.005
2000-06-01,0.0504,172.4,0.004
2000-07-01,-0.0203,172.8,0.0048
2000-08-01,0.0753,172.8,0.005
2000-09-01,-0.0494,173.7,0.0051
2000-10-01,-0.022,174.0,0.005600000000000001
2000-11-01,-0.1021,174.1,0.0051
2000-12-01,0.0169,174.0,0.005
2001-01-01,0.0367,175.1,0.0054
2001-02-01,-0.0967,175.8,0.0038
2001-03-01,-0.0684,176.2,0.0042
2001-04-01,0.0833,176.9,0.0039000000000000003
2001-05-01,0.0104,177.7,0.0032
2001-06-01,-0.0166,178.0,0.0028000000000000004
2001-07-01,-0.0183,177.5,0.003
2001-08-01,-0.0615,177.5,0.0031
2001-09-01,-0.0897,178.3,0.0028000000000000004
2001-10-01,0.0268,177.7,0.0022
2001-11-01,0.0771,177.4,0.0017000000000000001
2001-12-01,0.0175,176.7,0.0015
2002-01-01,-0.013,177.1,0.0014000000000000002
2002-02-01,-0.0216,177.8,0.0013
2002-03-01,0.0437,178.8,0.0013
2002-04-01,-0.0505,179.8,0.0015
2002-05-01,-0.0124,179.8,0.0014000000000000002
2002-06-01,-0.0708,179.9,0.0013
2002-07-01,-0.0803,180.1,0.0015
2002-08-01,0.0064,180.7,0.0014000000000000002
2002-09-01,-0.1021,181.0,0.0014000000000000002
2002-10-01,0.0798,181.3,0.0014000000000000002
2002-11-01,0.0608,181.3,0.0012
2002-12-01,-0.0565,180.9,0.0011
2003-01-01,-0.0247,181.7,0.001
2003-02-01,-0.0179,183.1,0.0009
2003-03-01,0.0119,184.2,0.001
2003-04-01,0.0832,183.8,0.001
2003-05-01,0.0614,183.5,0.0009
2003-06-01,0.0152,183.7,0.001
2003-07-01,0.0242,183.9,0.0007000000000000001
2003-08-01,0.0241,184.6,0.0007000000000000001
2003-09-01,-0.0116,185.2,0.0008
2003-10-01,0.0615,185.0,0.0007000000000000001
2003-11-01,0.0142,184.5,0.0007000000000000001
2003-12-01,0.0437,184.3,0.0008
2004-01-01,0.0222,185.2,0.0007000000000000001
2004-02-01,0.0146,186.2,0.0006
2004-03-01,-0.0123,187.4,0.0009
2004-04-01,-0.0175,188.0,0.0008
2004-05-01,0.0123,189.1,0.0006
2004-06-01,0.0194,189.7,0.0008
2004-07-01,-0.0396,189.4,0.001
2004-08-01,0.0019,189.5,0.0011
2004-09-01,0.0171,189.9,0.0011
2004-10-01,0.0154,190.9,0.0011
2004-11-01,0.0469,191.0,0.0015
2004-12-01,0.0359,190.3,0.0016
2005-01-01,-0.026,190.7,0.0016
2005-02-01,0.0205,191.8,0.0016
2005-03-01,-0.0176,193.3,0.0021
2005-04-01,-0.024,194.6,0.0021
2005-05-01,0.0389,194.4,0.0024
2005-06-01,0.008,194.5,0.0023
2005-07-01,0.0416,195.4,0.0024
2005-08-01,-0.0092,196.4,0.003
2005-09-01,0.0078,198.8,0.0029
2005-10-01,-0.0175,199.2,0.0027
2005-11-01,0.0392,197.6,0.0031
2005-12-01,0.0007,196.8,0.0032
2006-01-01,0.0339,198.3,0.0034999999999999996
2006-02-01,0.0004,198.7,0.0034000000000000002
2006-03-01,0.0183,199.8,0.0037
2006-04-01,0.0109,201.5,0.0036
2006-05-01,-0.0314,202.5,0.0043
2006-06-01,0.0005,202.9,0.004
2006-07-01,-0.0038,203.5,0.004
2006-08-01,0.0245,203.9,0.0042
2006-09-01,0.0225,202.9,0.0040999999999999995
2006-10-01,0.0364,201.8,0.0040999999999999995
2006-11-01,0.0213,201.5,0.0042
2006-12-01,0.0127,201.8,0.004
2007-01-01,0.0184,202.416,0.0044
2007-02-01,-0.0158,203.499,0.0038
2007-03-01,0.0111,205.352,0.0043
2007-04-01,0.0393,206.686,0.0044
2007-05-01,0.0365,207.949,0.0040999999999999995
2007-06-01,-0.0156,208.352,0.004
2007-07-01,-0.0333,208.299,0.004
2007-08-01,0.0134,207.917,0.0042
2007-09-01,0.0354,208.49,0.0032
2007-10-01,0.0212,208.936,0.0032
2007-11-01,-0.0449,210.177,0.0034000000000000002
2007-12-01,-0.006,210.036,0.0027
2008-01-01,-0.0615,211.08,0.0021
2008-02-01,-0.0296,211.693,0.0013
2008-03-01,-0.0076,213.528,0.0017000000000000001
2008-04-01,0.0478,214.823,0.0018
2008-05-01,0.0204,216.632,0.0018
2008-06-01,-0.0827,218.815,0.0017000000000000001
2008-07-01,-0.0062,219.964,0.0015
2008-08-01,0.0166,219.086,0.0013
2008-09-01,-0.0909,218.783,0.0015
2008-10-01,-0.1715,216.573,0.0008
2008-11-01,-0.0783,212.425,0.0003
2008-12-01,0.0174,210.228,0.0
2009-01-01,-0.0812,211.143,0.0
2009-02-01,-0.1009,212.193,0.0001
2009-03-01,0.0897,212.709,0.0002
2009-04-01,0.1019,213.24,0.0001
2009-05-01,0.0521,213.856,0.0
2009-06-01,0.0044,215.693,0.0001
2009-07-01,0.0773,215.351,0.0001
2009-08-01,0.0334,215.834,0.0001
2009-09-01,0.0409,215.969,0.0001
2009-10-01,-0.0259,216.177,0.0
2009-11-01,0.0556,216.33,0.0
2009-12-01,0.0276,215.949,0.0001
2010-01-01,-0.0336,216.687,0.0
2010-02-01,0.034,216.741,0.0
2010-03-01,0.0632,217.631,0.0001
2010-04-01,0.0201,218.009,0.0001
2010-05-01,-0.0788,218.178,0.0001
2010-06-01,-0.0556,217.965,0.0001
2010-07-01,0.0694,218.011,0.0001
2010-08-01,-0.0476,218.312,0.0001
2010-09-01,0.0955,218.439,0.0001
2010-10-01,0.0389,218.711,0.0001
2010-11-01,0.0061,218.803,0.0001
2010-12-01,0.0683,219.179,0.0001
2011-01-01,0.02,220.223,0.0001
2011-02-01,0.035,221.309,0.0001
2011-03-01,0.0047,223.467,0.0001
2011-04-01,0.029,224.906,0.0
2011-05-01,-0.0127,225.964,0.0
2011-06-01,-0.0175,225.722,0.0
2011-07-01,-0.0235,225.922,0.0
2011-08-01,-0.0598,226.545,0.0001
2011-09-01,-0.0759,226.889,0.0
2011-10-01,0.1135,226.421,0.0
2011-11-01,-0.0028,226.23,0.0
2011-12-01,0.0074,225.672,0.0
2012-01-01,0.0505,226.665,0.0
2012-02-01,0.0442,227.663,0.0
2012-03-01,0.0311,229.392,0.0
2012-04-01,-0.0085,230.085,0.0
2012-05-01,-0.0618,229.815,0.0001
2012-06-01,0.0389,229.478,0.0
2012-07-01,0.0079,229.104,0.0
2012-08-01,0.0256,230.379,0.0001
2012-09-01,0.0274,231.407,0.0001
2012-10-01,-0.0175,231.317,0.0001
2012-11-01,0.0079,230.221,0.0001
2012-12-01,0.0119,229.601,0.0001
2013-01-01,0.0557,230.28,0.0
2013-02-01,0.0129,232.166,0.0
2013-03-01,0.0403,232.773,0.0
2013-04-01,0.0155,232.531,0.0
2013-05-01,0.028,232.945,0.0
2013-06-01,-0.012,233.504,0.0
2013-07-01,0.0565,233.596,0.0
2013-08-01,-0.0271,233.877,0.0
2013-09-01,0.0377,234.149,0.0
2013-10-01,0.0418,233.546,0.0
2013-11-01,0.0313,233.069,0.0
2013-12-01,0.0281,233.049,0.0
2014-01-01,-0.0332,233.916,0.0
2014-02-01,0.0465,234.781,0.0
2014-03-01,0.0043,236.293,0.0
2014-04-01,-0.0019,237.072,0.0
2014-05-01,0.0206,237.9,0.0
2014-06-01,0.0261,238.343,0.0
2014-07-01,-0.0204,238.25,0.0
2014-08-01,0.0424,237.852,0.0
2014-09-01,-0.0197,238.031,0.0
2014-10-01,0.0252,237.433,0.0
2014-11-01,0.0255,236.151,0.0
2014-12-01,-0.0006,234.812,0.0
2015-01-01,-0.0311,233.707,0.0
2015-02-01,0.0613,234.722,0.0
2015-03-01,-0.0112,236.119,0.0
2015-04-01,0.0059,236.599,0.0
2015-05-01,0.0136,237.805,0.0
2015-06-01,-0.0153,238.638,0.0
2015-07-01,0.0154,238.654,0.0
2015-08-01,-0.0604,238.316,0.0
2015-09-01,-0.0307,237.945,0.0
2015-10-01,0.0775,237.838,0.0
2015-11-01,0.0056,237.336,0.0
2015-12-01,-0.0216,236.525,0.0001
2016-01-01,-0.0576,236.916,0.0001
2016-02-01,-0.0005,237.111,0.0002
2016-03-01,0.0698,238.132,0.0002
2016-04-01,0.0092,239.261,0.0001
2016-05-01,0.0179,240.229,0.0001
2016-06-01,-0.0003,241.018,0.0002
2016-07-01,0.0397,240.628,0.0002
2016-08-01,0.0051,240.849,0.0002
2016-09-01,0.0027,241.428,0.0002
2016-10-01,-0.02,241.729,0.0002
2016-11-01,0.0487,241.353,0.0001
2016-12-01,0.0184,241.432,0.0003
2017-01-01,0.0198,242.839,0.0004
2017-02-01,0.0361,243.603,0.0004
2017-03-01,0.002,243.801,0.0003
2017-04-01,0.0114,244.524,0.0005
2017-05-01,0.0112,244.733,0.0006
2017-06-01,0.0084,244.955,0.0006
2017-07-01,0.0194,244.786,0.0007000000000000001
2017-08-01,0.0025,245.519,0.0009
2017-09-01,0.026,246.819,0.0009
2017-10-01,0.0234,246.663,0.0009
2017-11-01,0.032,246.669,0.0008
2017-12-01,0.0115,246.524,0.0009
2018-01-01,0.0569,247.867,0.0012
2018-02-01,-0.0354,248.991,0.0011
2018-03-01,-0.0224,249.554,0.0011
2018-04-01,0.0042,250.546,0.0014000000000000002
2018-05-01,0.0279,251.588,0.0014000000000000002
2018-06-01,0.0062,251.989,0.0014000000000000002
2018-07-01,0.0335,252.006,0.0016
2018-08-01,0.036,252.146,0.0016
2018-09-01,0.0021,252.439,0.0015
2018-10-01,-0.0749,252.885,0.0019
2018-11-01,0.0187,252.038,0.0018
2018-12-01,-0.0937,251.233,0.002
